2,3,35,1,34,28,28,28,29,29,28,28,29,28,28,28,28,28,37,17,15,35,1,32,32,28,28,28,28,28,28,28,3,16,1,1,1,1,28,28,28,28,1,1,1,34,1,1,1
2,1,3,3,1,32,28,28,28,28,28,28,28,28,28,28,33,28,31,16,3,25,15,133,32,28,28,28,28,28,28,28,28,81,15,15,22,85,28,28,28,51,1,1,48,1,1,1,1
3,1,1,1,1,1,28,28,28,28,28,33,28,28,28,28,28,31,34,16,1,16,1,32,28,28,28,28,31,82,1,32,84,1,1,1,34,29,28,28,31,3,49,1,1,1,1,49,1
34,1,1,1,86,1,28,30,28,28,28,28,28,28,28,28,30,28,4,27,4,27,4,28,28,33,28,31,31,3,1,32,28,28,82,1,1,32,28,28,31,1,1,1,1,1,18,1,48
1,35,1,29,31,1,26,34,28,28,28,28,28,28,28,30,145,31,1,25,15,20,32,28,28,28,28,31,34,1,36,32,28,30,1,1,34,28,28,28,1,36,1,1,1,34,16,1,1
29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,30,36,23,1,32,32,28,28,28,28,28,29,29,28,28,28,1,28,37,28,28,28,34,1,3,1,1,1,18,20,1,1
32,28,1,89,1,90,1,1,28,28,28,28,28,28,31,34,3,1,1,25,34,32,32,28,28,28,28,28,28,28,28,28,28,28,28,1,28,1,1,1,1,1,1,1,18,20,1,3,1
87,1,1,1,1,1,36,29,28,1,32,28,28,28,31,1,1,35,15,20,1,1,32,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,3,1,34,1,1,1,16,1,1,1,1
1,1,1,1,87,1,1,28,28,1,133,28,28,28,28,31,1,1,1,1,37,28,28,28,33,28,28,28,28,28,33,28,28,28,28,28,28,28,29,31,1,1,1,18,24,133,1,2,1
1,86,15,22,20,1,29,28,28,28,28,28,28,28,28,28,31,3,34,1,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,3,34,1,16,1,1,2,1,34
1,1,1,34,1,29,28,28,28,28,28,28,28,33,28,28,28,29,29,29,28,28,28,28,28,28,28,28,30,30,28,28,28,31,145,28,28,33,33,28,1,1,18,20,1,2,2,1,3
34,1,1,1,29,28,28,28,30,28,30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,3,28,28,28,28,28,28,28,28,28,28,28,34,23,1,1,2,1,1,28
1,37,1,29,28,28,28,28,1,29,35,32,28,28,28,28,28,28,28,28,33,28,28,28,28,28,28,28,1,29,28,28,28,28,28,28,28,28,28,28,123,1,25,22,15,15,19,1,30
28,28,28,28,28,28,28,1,1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,28,28,28,28,28,126,1,3,1,18,24,34,1,1,21,15,19
28,28,28,28,28,28,1,1,1,1,28,28,31,34,32,28,28,28,28,28,28,28,28,28,34,28,28,28,28,28,28,28,28,28,28,28,1,125,1,1,18,20,1,1,29,28,1,1,16
28,28,28,28,28,30,1,2,39,1,41,28,28,28,28,28,28,28,28,28,28,28,28,28,29,28,28,28,33,28,28,34,32,28,28,1,123,1,124,15,20,124,1,28,28,28,28,1,35
28,33,28,28,30,1,1,2,1,1,1,1,32,28,28,28,28,30,30,28,28,34,28,31,30,28,28,28,28,28,28,28,28,28,28,31,1,36,1,1,1,1,1,28,28,28,28,28,1
28,28,28,28,1,2,2,1,16,1,36,1,1,32,28,28,31,174,1,32,28,29,28,31,172,32,30,28,28,28,28,28,28,28,28,31,1,1,1,124,1,35,29,28,28,28,34,28,31
28,28,28,37,1,1,1,1,1,1,1,1,1,32,28,28,31,16,1,1,28,28,28,28,29,31,35,1,28,28,33,28,28,28,28,28,28,37,1,1,3,1,28,28,28,28,1,32,31
28,28,1,1,42,1,1,1,38,1,1,1,1,32,28,28,28,3,15,171,32,30,28,34,32,28,28,28,28,28,28,28,28,28,28,28,28,31,1,1,28,28,28,33,28,28,28,28,30
28,30,1,1,1,1,1,38,17,15,39,1,1,32,28,28,28,28,29,29,31,172,37,31,1,32,28,28,28,28,28,28,3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,97
31,1,2,1,1,34,15,24,23,1,1,1,29,28,28,28,28,28,28,176,28,28,28,31,171,32,30,28,28,28,28,31,34,32,33,28,28,28,28,1,34,28,28,28,28,28,99,1,1
3,3,1,1,34,1,3,3,34,1,1,1,28,28,28,33,28,28,31,36,1,32,28,28,30,31,3,32,28,33,28,28,28,28,33,28,28,30,100,1,1,36,28,28,28,1,1,34,1
3,3,2,1,1,3,1,3,1,3,1,1,28,28,28,28,28,28,30,1,172,1,32,30,1,30,1,32,28,28,28,28,28,28,28,28,37,1,1,97,1,1,96,30,1,1,96,1,1
